sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,years_covered,year_min,year_max,sample_formula,sample_year,measure,criteria_json,n_sumifs
Executed,37,TAG,EXP_CROSS_WAG_PUB_SAF_EXE,Spending in wages in public safety,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""05 Enforcement of public order and national security"" and expenditure_type category ""Personnel""",General Government,2022,2022,2022,"=SUMIFS(executed_20,year_20,S$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0300 Ordine publica si securitate nationala"",econ2_20,""210000 Cheltuieli de personal"")-S33",2022,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""S$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0300 Ordine publica si securitate nationala""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Executed,37,TAG,EXP_CROSS_WAG_PUB_SAF_EXE,Spending in wages in public safety,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""05 Enforcement of public order and national security"" and expenditure_type category ""Personnel""",General Government,2023,2023,2023,"=SUMIFS(executed_20,year_20,T$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0300 Ordine publica si securitate nationala"",econ2_20,""210000 Cheltuieli de personal"")-T33",2023,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""T$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0300 Ordine publica si securitate nationala""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Executed,37,TAG,EXP_CROSS_WAG_PUB_SAF_EXE,Spending in wages in public safety,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""05 Enforcement of public order and national security"" and expenditure_type category ""Personnel""",General Government,2024,2024,2024,"=SUMIFS(executed_20,year_20,U$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0300 Ordine publica si securitate nationala"",econ2_20,""210000 Cheltuieli de personal"")-U33",2024,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""U$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0300 Ordine publica si securitate nationala""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Executed,38,HEADER,EXP_CROSS_BAS_WAG_PUB_SAF_EXE,Spending in basic wages in public safety,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Executed,39,HEADER,EXP_CROSS_ALL_PUB_SAF_EXE,Spending in allowances in public safety,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Executed,41,TAG,EXP_FUNC_ECO_REL_EXE,Economic relations (COFOG 704),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""11 Agriculture, forestry, fishery and water service"",""13 Industry and construction"",""14 Transports, roads, communications and IT"",""16 Fuel and energy"",""19 Other economy-related services"" or 0400 Servicii in domeniul economiei from 2016 onwards",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUM(SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,{""11 Agriculture, forestry, fishery and water service"",""13 Industry and construction"",""14 Transports, roads, communications and IT"",""16 Fuel and energy""}))",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""{\""11 Agriculture, forestry, fishery and water service\"",\""13 Industry and construction\"",\""14 Transports, roads, communications and IT\"",\""16 Fuel and energy\""}""}]",1
Executed,41,TAG,EXP_FUNC_ECO_REL_EXE,Economic relations (COFOG 704),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""11 Agriculture, forestry, fishery and water service"",""13 Industry and construction"",""14 Transports, roads, communications and IT"",""16 Fuel and energy"",""19 Other economy-related services"" or 0400 Servicii in domeniul economiei from 2016 onwards",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0400 Servicii in domeniul economiei"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0400 Servicii in domeniul economiei""}]",1
Executed,41,TAG,EXP_FUNC_ECO_REL_EXE,Economic relations (COFOG 704),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 ""11 Agriculture, forestry, fishery and water service"",""13 Industry and construction"",""14 Transports, roads, communications and IT"",""16 Fuel and energy"",""19 Other economy-related services"" or 0400 Servicii in domeniul economiei from 2016 onwards",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0400 Servicii in domeniul economiei"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0400 Servicii in domeniul economiei""}]",1
Executed,43,TAG,EXP_FUNC_AGR_EXE,Spending in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"". ",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""11 Agriculture, forestry, fishery and water service"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""11 Agriculture, forestry, fishery and water service""}]",1
Executed,43,TAG,EXP_FUNC_AGR_EXE,Spending in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"". ",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}]",1
Executed,43,TAG,EXP_FUNC_AGR_EXE,Spending in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"". ",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}]",1
Executed,44,TAG,EXP_CROSS_WAG_AGR_EXE,Spending in wages in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and expenditure_type category ""Personnel""",General Government,"2006,2007,2008,2009",2006,2009,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""11 Agriculture, forestry, fishery and water service"",exp_type,""Personnel"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""11 Agriculture, forestry, fishery and water service""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Personnel""}]",1
Executed,44,TAG,EXP_CROSS_WAG_AGR_EXE,Spending in wages in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and expenditure_type category ""Personnel""",General Government,"2010,2011,2012,2013,2014,2015",2010,2015,"=SUMIFS(executed,year,G$1,transfer,""Excluding transfers"",func1,""09 Healthcare"",exp_type,""Personnel"")",2010,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""G$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""09 Healthcare""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Personnel""}]",1
Executed,44,TAG,EXP_CROSS_WAG_AGR_EXE,Spending in wages in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and expenditure_type category ""Personnel""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"",econ2_16,""210000 Cheltuieli de personal"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Executed,44,TAG,EXP_CROSS_WAG_AGR_EXE,Spending in wages in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and expenditure_type category ""Personnel""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"",econ2_20,""210000 Cheltuieli de personal"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Executed,45,HEADER,EXP_CROSS_BAS_WAG_AGR_EXE,Spending in basic wages in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Executed,46,HEADER,EXP_CROSS_ALL_AGR_EXE,Spending in allowances in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Executed,47,TAG,EXP_CROSS_CAP_EXP_AGR_EXE,Spending: Capital expenditures in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and expenditure_type category ""Capital"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""11 Agriculture, forestry, fishery and water service"",exp_type,""Capital"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""11 Agriculture, forestry, fishery and water service""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Capital""}]",1
Executed,47,TAG,EXP_CROSS_CAP_EXP_AGR_EXE,Spending: Capital expenditures in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and expenditure_type category ""Capital"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"",econ1_16,""300000 Active nefinanciare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}, {""field"": ""econ1_16"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,47,TAG,EXP_CROSS_CAP_EXP_AGR_EXE,Spending: Capital expenditures in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and expenditure_type category ""Capital"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"",econ1_20,""300000 Active nefinanciare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}, {""field"": ""econ1_20"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,48,HEADER,EXP_FUNC_AGR_FOR_EXE,Spending in agriculture (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,49,TAG,EXP_CROSS_SUB_AGR_EXE,Spending in subsidies in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"". ",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""11 Agriculture, forestry, fishery and water service"",econ1,""132 Transfers for production purposes"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""11 Agriculture, forestry, fishery and water service""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""132 Transfers for production purposes""}]",1
Executed,49,TAG,EXP_CROSS_SUB_AGR_EXE,Spending in subsidies in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"". ",General Government,2016,2016,2016,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"",econ2_16,""250000 Subsidii"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""250000 Subsidii""}]",1
Executed,49,TAG,EXP_CROSS_SUB_AGR_EXE,Spending in subsidies in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"". ",General Government,"2017,2018,2019,2020,2021,2022,2023,2024",2017,2024,"=SUMIFS(executed_20,year_20,N$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare"",econ2_20,""250000 Subsidii"")",2017,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""N$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0420 Agricultura, gospodarie silvica, gospodarie piscicola si gospodarie de vinatoare""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""250000 Subsidii""}]",1
Executed,50,TAG,EXP_CROSS_REC_MAI_AGR_EXE,Spending in recurrent mainternance in agriculture,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"". ",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""11 Agriculture, forestry, fishery and water service"",econ2,""113.18 Current repair of equipment and inventory"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""11 Agriculture, forestry, fishery and water service""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""113.18 Current repair of equipment and inventory""}]",1
Executed,52,TAG,EXP_FUNC_IRR_EXE,Spending in Irrigation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and admin6 category ""135 Operation of irrigation systems"".",General Government,2016,2016,2016,"=SUM(SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",activity_16,{""00130 Subventionarea producatorilor agricoli pentru compensarea cheltuielilor de irigare"",""00144 Exploatarea sistemelor de irigare"",""00427 Stimularea si subventionarea investitiilor pentru procurarea echipamentului de irigare""}))",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""activity_16"", ""op"": ""="", ""value"": ""{\""00130 Subventionarea producatorilor agricoli pentru compensarea cheltuielilor de irigare\"",\""00144 Exploatarea sistemelor de irigare\"",\""00427 Stimularea si subventionarea investitiilor pentru procurarea echipamentului de irigare\""}""}]",1
Executed,52,TAG,EXP_FUNC_IRR_EXE,Spending in Irrigation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""11 Agriculture, forestry, fishery and water service"" and admin6 category ""135 Operation of irrigation systems"".",General Government,"2017,2018,2019",2017,2019,"=SUM(SUMIFS(executed_16,year_16,N$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",activity_16,{""00130*"",""00144*"",""00427*""}))",2017,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""N$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""activity_16"", ""op"": ""="", ""value"": ""{\""00130*\"",\""00144*\"",\""00427*\""}""}]",1
Executed,53,HEADER,EXP_CROSS_CAP_EXP_AGR_FOR_EXE,Spending: Capital expenditures in agriculture (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,54,HEADER,EXP_CROSS_CAP_EXP_IRR_EXE,Spending: Capital expenditures in irrigation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",econ3,{""00130 Subventionarea producatorilor agricoli pentru compensarea cheltuielilor de irigare"",""00144 Exploatarea sistemelor de irigare"",""00427 Stimularea si subventionarea investitiilor pentru procurarea echipamentului de irigare""},econ1_16,""300000 Active nefinanciare""",General Government,,,,,,,[],0
Executed,55,HEADER,EXP_CROSS_CAP_EXP_IRR_FOR_EXE,Spending: Capital expenditures in irrigation (foreign funded),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,56,HEADER,EXP_CROSS_CAP_EXP_IRR_DOM_EXE,Spending: Capital expenditures in irrigation (domestic funded),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,57,HEADER,EXP_CROSS_SUB_IRR_EXE,Spending in subsidies in irrigation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"econ0_16,""Expenditures"",econ3,{""00130 Subventionarea producatorilor agricoli pentru compensarea cheltuielilor de irigare"",""00144 Exploatarea sistemelor de irigare"",""00427 Stimularea si subventionarea investitiilor pentru procurarea echipamentului de irigare""},econ2_16,""250000 Subsidii""",General Government,,,,,,,[],0
Executed,58,HEADER,EXP_CROSS_WAG_IRR_EXE,Spending in wages in irrigation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,59,HEADER,EXP_CROSS_CAP_MAI_IRR_EXE,Spending in capital maintenance in irrigation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,60,HEADER,EXP_CROSS_REC_MAI_IRR_EXE,Spending in recurrent maintenance in irrigation,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,61,HEADER,EXP_FUNC_IRR_FOR_EXE,Spending in irrigation (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,63,TAG,EXP_FUNC_TRA_EXE,Spending in transport,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of transfer16,""Cu exceptia transferurilor"", econ0,""Expenditures"",func2_16,""0450 Transport""",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""14 Transports, roads, communications and IT"",func2,""<>14.08 Communications and IT"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""14 Transports, roads, communications and IT""}, {""field"": ""func2"", ""op"": ""<>"", ""value"": ""14.08 Communications and IT""}]",1
Executed,63,TAG,EXP_FUNC_TRA_EXE,Spending in transport,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of transfer16,""Cu exceptia transferurilor"", econ0,""Expenditures"",func2_16,""0450 Transport""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0450 Transport"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0450 Transport""}]",1
Executed,63,TAG,EXP_FUNC_TRA_EXE,Spending in transport,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of transfer16,""Cu exceptia transferurilor"", econ0,""Expenditures"",func2_16,""0450 Transport""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0450 Transport"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0450 Transport""}]",1
Executed,64,HEADER,EXP_FUNC_TRA_FOR_EXE,Spending in transport (foreign),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
